idx,venue_capacity,venue_name,venue_fuzzwuzz_score,venue_city,venue_country,venue_lat,venue_long,venue_dist_from_expected,sk_popularity,last_time_played,days_since_last_played,total_times_played_locally
6941,,Lillestrøm kirke,100,Lillestrøm,Norway,59.95597,11.05038,0.31392120831416853,,,,0
6942,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.000133,2019-08-11,81,73
6943,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.076171,2018-06-02,516,5
6944,,"Ullensaker Kulturhus, Kong Rakne",100,Jessheim,Norway,60.1412613,11.1772503,0.28544443417766435,0.001293,2016-11-16,1079,6
6945,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.14584,,,0
6946,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,,,,0
6947,,"Riksscenen, Hovedscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
6948,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,,,,0
6949,,City Scene,100,Fredrikstad,Norway,59.22054,10.9347,0.7457269378543855,,2019-07-26,97,1
6951,,Kulturhuset,100,Oslo,Norway,59.91465,10.75072,0.00497535532035234,,,,0
6952,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.002682,,,0
6953,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,0.000815,2015-10-21,1471,5
6954,,Håkonshallen,100,Bergen,Norway,60.3912628,5.3220544,0.9230873826464043,0.000312,2018-10-30,367,6
6955,,Lille Ole Bull,100,Bergen,Norway,60.39227,5.32242,0.05905864384748392,8.4e-05,2013-03-15,2422,2
6956,,Rjukanhuset,0,,,,,,,,,0
6957,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.001614,2018-06-06,513,1
6958,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,,,,0
6959,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.000133,2019-08-11,82,73
6960,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.065022,,,0
6961,,"Ullensaker Kulturhus, Kong Rakne",100,Jessheim,Norway,60.1412613,11.1772503,0.28544443417766435,,,,0
6962,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.065022,2018-04-21,559,25
6963,,Kulturkirken Jakob,100,Oslo,Norway,59.91803,10.75412,0.0,,,,0
6964,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.006299,2018-10-31,366,9
6965,,Orkdal Samfunnshus,100,Fannrem,Norway,63.26646,9.81578,0.6277066803743692,0.000133,2018-04-13,567,1
6966,,Youngs,100,Oslo,Norway,59.91387,10.75225,0.18032991689319267,,2009-12-10,3613,3
6967,,"ØsterÅs Kirke, BÆrum",100,Oslo,Norway,59.91387,10.75225,9.101901684758326,,,,0
6968,,Parkbiografen,0,,,,,,0.000769,2018-06-08,511,1
6969,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,,2013-11-16,2176,8
6970,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.124602,,,0
6971,,Håkonshallen,100,Bergen,Norway,60.3912628,5.3220544,0.9230873826464043,0.000312,2018-10-30,367,6
6972,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,,,,0
6973,,"Riksscenen, Klubbscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
6974,,Bryggerhuset Syd,100,Halden,Norway,59.11954,11.38705,0.036509769082595206,0.000274,,,0
6975,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,,2016-09-30,1127,1
6976,,Tønsberg Og Færder Bibliotek,100,Tønsberg,Norway,59.26576,10.40814,0.0953209145258776,,,,0
6977,,Bøndernes Hus,100,Løten,Norway,60.81864,11.3406,0.36836510807623263,3e-06,2019-08-24,70,2
6978,,"Trøndelag Teater, Theatercaféen",0,,,,,,,,,0
6979,,Henie Onstad Kunstsenter,100,Høvikodden,Norway,59.8888,10.55297,0.0448892289277647,,,,0
6980,,"Oslo Konserthus, Glasshuset",0,,,,,,2e-06,2019-05-25,161,110
6981,,Emanuel Vigeland Museum,100,Oslo,Norway,59.94729,10.6921308,0.0025295002285743323,,,,0
6982,,Festiviteten,100,Kristiansund,Norway,63.11171,7.72403,0.5883867909105138,,,,0
6983,,"Riksscenen, Klubbscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
6984,,Nordstrand Kirke,100,Oslo,Norway,59.91387,10.75225,6.761554629290058,,,,0
6985,,Håkonshallen,100,Bergen,Norway,60.3912628,5.3220544,0.9230873826464043,0.00039,2017-09-23,770,4
6986,,Teglen kirke,0,,,,,,,,,0
6987,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.012151,2018-04-28,553,20
6988,,Scandic Scene Hamar,100,Hamar,Norway,60.80231,11.08801,0.693331600414973,0.024025,,,0
6989,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.000703,,,0
6990,,Brygga Kultursal,100,Halden,Norway,59.1191768,11.3851045,1.872326719816377,,2019-09-11,52,22
6991,,Rakkestadhallen,0,,,,,,,2013-04-12,2395,1
6992,,Notodden Kirke,100,Notodden,Norway,59.57261,9.26703,0.8859892063418707,,,,0
6993,,Maihaugsalen,100,Lillehammer,Norway,61.11196,10.46333,0.7746177609209586,0.00753,2016-09-08,1150,2
6995,,Kulturkirken Jakob,100,Oslo,Norway,59.91803,10.75412,0.0,,,,0
6996,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,1e-05,2019-08-06,88,4
6997,,Klubben I Røverstaden,100,Oslo,Norway,59.90767,10.71362,1.088936484298937,,,,0
6998,,"Riksscenen, Hovedscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
7000,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.015021,2017-05-06,910,7
7001,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.012151,2019-06-19,136,57
7002,,Håkonshallen,100,Bergen,Norway,60.3912628,5.3220544,0.9230873826464043,0.00039,2017-09-23,770,4
7003,,Lille Ole Bull,100,Bergen,Norway,60.39227,5.32242,0.01813374271046122,0.00128,2018-09-13,415,1
7004,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.001504,2016-05-26,1255,1
7005,,Storefjell Resort Hotel,0,,,,,,,2013-08-24,2261,1
7006,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,,2016-09-30,1128,1
7007,,"Riksscenen, Hovedscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
7008,,Byscenen,100,Honefoss,Norway,60.15488,10.23705,1.7241013353159325,,,,0
7009,,Quality Hotel Klubben,100,Tønsberg,Norway,59.26576,10.40814,0.33606720080109465,,,,0
7010,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.002463,2015-11-28,1436,1
7011,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.024112,,,0
7012,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.001772,2009-12-12,3613,2
7013,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,,,,0
7014,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,,,,0
7015,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.00753,2018-06-15,506,24
7016,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,,,,0
7017,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.011382,2011-11-02,2924,3
7018,,Oslo Domkirke,100,Oslo,Norway,59.91072,10.75206,0.3711508390766298,1.1e-05,,,0
7019,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.004333,,,0
7020,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.001306,,,0
7021,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.004333,,,0
7022,,St. Petri Kirke,100,Stavanger,Norway,58.98495,5.82249,5.250238354463056,,,,0
7023,,Kulturkirken Jakob,100,Oslo,Norway,59.91803,10.75412,0.0,0.0,2019-03-30,219,1
7024,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.00753,2018-06-15,507,24
7025,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.003131,2019-08-06,91,1
7026,,Lillehammer Kirke,100,Lillehammer,Norway,61.11196,10.46333,0.0709309234992655,1.1e-05,2019-07-30,98,3
7027,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,,2018-12-17,323,2
7028,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.159709,2015-03-20,1691,2
7029,,Ole Bull Scene,100,Bergen,Norway,60.39218,5.32262,0.029103220916047397,0.0,2019-09-17,49,4
7030,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.017445,2019-01-31,279,1
7031,266,Oslo Konserthus Lille Sal,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.0,2019-09-04,63,26
7032,,Oslo-filharmonien,100,Oslo,Norway,59.91264,10.73153,0.12517480136019896,,,,0
7033,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.316450641882358,0.019181,,,0
7034,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.019181,,,0
7035,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,,,,0
7036,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.017445,2019-01-31,279,1
7037,,Bryggerhuset Syd,100,Halden,Norway,59.11954,11.38705,0.036509769082595206,8.4e-05,2019-07-18,111,4
7039,,Oslo-filharmonien,100,Oslo,Norway,59.91264,10.73153,0.12517480136019896,,,,0
7040,,Brygga Kultursal,100,Halden,Norway,59.1191768,11.3851045,1.872326719816377,,2019-09-11,57,22
7041,,"Riksscenen, Hovedscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
7042,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.000588,,,0
7043,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.055093,2016-11-10,1092,2
7044,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.014984,2017-05-06,915,7
7045,266,Oslo Konserthus Lille Sal,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.012464,2018-04-13,573,3
7046,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.002613,2019-03-01,251,5
7048,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.005357,2018-11-01,371,5
7049,,"Ullensaker Kulturhus, Herredshus",0,,,,,,,2019-08-28,71,14
7050,,"Ullensaker Kulturhus, Kong Rakne",100,Jessheim,Norway,60.1412613,11.1772503,0.28544443417766435,0.040846,2019-08-09,90,18
7051,,Oslofjord Convention Center,0,,,,,,,,,0
7052,,Oslofjord Convention Center,0,,,,,,,,,0
7053,,Heidi`s Bier Bar,100,Stavanger,Norway,58.97397,5.72996,0.05961581266508803,0.007646,2019-04-21,201,1
7054,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,5.7e-05,,,0
7055,,Maihaugsalen,100,Lillehammer,Norway,61.11196,10.46333,0.7746177609209586,0.000556,,,0
7056,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.000796,2019-08-24,76,24
7057,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,,,,0
7058,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.000917,,,0
7059,,Jaeger,100,Oslo,Norway,59.9139,10.74344,0.0047517751019514835,0.007812,,,0
7060,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,0.029138,2013-10-24,2206,4
7062,,"Riksscenen, Klubbscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
7063,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.002914,,,0
7064,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.0062,2017-09-04,795,2
7065,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.000563,2017-01-21,1021,4
7066,,Parkbiografen,0,,,,,,0.00012,2019-07-13,118,3
7067,,Quality Hotel Klubben,100,Tønsberg,Norway,59.26576,10.40814,0.33606720080109465,,2017-12-20,688,13
7068,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,5.7e-05,,,0
7069,,To Glass Bar,100,Haugesund,Norway,59.41708,5.26785,0.340642265430208,4.1e-05,,,0
7070,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,,2016-09-30,1134,1
7071,,Oslofjord Convention Center,0,,,,,,,,,0
7072,,Gamle Logen,0,,,,,,,,,0
7073,,"Oslo Konserthus, Glasshuset",0,,,,,,2e-06,2019-05-25,168,110
7074,,"Riksscenen, Hovedscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
7075,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,5.7e-05,,,0
7076,,Maihaugsalen,100,Lillehammer,Norway,61.11196,10.46333,0.7746177609209586,,2012-03-24,2786,1
7077,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.000796,2019-08-24,77,24
7078,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,,,,0
7079,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.000651,,,0
7080,,Jaeger,100,Oslo,Norway,59.9139,10.74344,0.0,0.005538,,,0
7081,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,0.029138,2013-10-24,2207,4
7082,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.001838,2019-06-29,133,9
7083,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,,,,0
7084,,Brumunddal Barberstue,100,Brumunddal,Norway,60.88095,10.93948,0.372203478161103,,,,0
7085,,Klubben I Røverstaden,100,Oslo,Norway,59.90767,10.71362,1.088936484298937,0.000947,2018-11-17,357,6
7086,,Youngs,100,Oslo,Norway,59.91387,10.75225,0.18032991689319267,0.000674,2018-02-09,638,11
7087,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.000422,2018-10-06,399,2
7088,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.005303,2014-08-06,1921,3
7089,,Brygga Kultursal,100,Halden,Norway,59.1191768,11.3851045,1.872326719816377,,2019-09-11,59,22
7090,,Publicom Scene,100,Horten,Norway,59.41708,10.48321,0.23832442998678244,0.000138,2019-09-06,64,7
7091,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,5.7e-05,,,0
7092,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,0.029138,,,0
7093,,To Glass Bar,100,Haugesund,Norway,59.41708,5.26785,0.340642265430208,,,,0
7094,,Hjørnet Gastrobar,100,Brumunddal,Norway,60.8852433,10.9393658,0.024647077053037588,,,,0
7095,,Storefjell Resort Hotel,0,,,,,,,,,0
7096,,Martins Pub,96,Lillestrøm,Norway,59.95597,11.05038,0.163320746404445,0.000122,,,0
7097,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,,2016-09-30,1135,1
7098,,Henie Onstad Kunstsenter,100,Høvikodden,Norway,59.8888,10.55297,0.0448892289277647,,,,0
7099,,Kulturkirken Jakob,100,Oslo,Norway,59.91803,10.75412,0.0,,,,0
7100,,"Riksscenen, Hovedscenen",100,Oslo,Norway,59.91995,10.76641,0.30654373696352255,,,,0
7101,,Oslo Domkirke,100,Oslo,Norway,59.91072,10.75206,0.3711508390766298,,,,0
7102,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.002927,,,0
7103,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.038221,2011-05-03,3113,2
7104,,Ålgård Kirke,100,Ålgård,Norway,58.76417,5.85255,0.6219563975293528,,,,0
7105,,Galleri Fjellsol,100,Stavsjø,Norway,60.80559,10.83881,0.07383318050359866,6.7e-05,,,0
7106,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.001816,,,0
7107,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.037461,2017-10-17,754,1
7108,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,0.002662,,,0
7109,,Revolver,100,Oslo,Norway,59.9170173,10.7497687,0.005386465140369557,0.002927,,,0
7110,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.008902,,,0
7111,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.002273,,,0
7112,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.022417,2019-06-19,145,5
7113,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.009897,2016-10-11,1126,4
7114,,Emanuel Vigeland Museum,100,Oslo,Norway,59.94729,10.6921308,0.0025295002285743323,,,,0
7115,,Universitetets Aula,100,Oslo,Norway,59.91536,10.73517,0.0016721897389105828,1.6e-05,2019-09-17,56,22
7116,,Olden Kyrkje,0,,,,,,,,,0
7117,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.000501,,,0
7118,,Jaeger,100,Oslo,Norway,59.9139,10.74344,0.0047517751019514835,0.002493,,,0
7119,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.013417,2019-03-13,244,7
7120,,Lille Ole Bull,100,Bergen,Norway,60.39227,5.32242,0.01813374271046122,0.0,2019-09-17,56,4
7122,,Eid Kyrkje,0,,,,,,,,,0
7123,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.000385,2019-03-02,256,3
7124,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,,,,0
7125,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.002459,,,0
7126,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.294538,2018-12-02,346,1
7127,,Kulturkirken Jakob,100,Oslo,Norway,59.91803,10.75412,0.0,,2018-11-01,377,24
7128,,Sykkylven Kyrkje,100,Ålesund,Norway,62.3936,6.58163,0.2285828845507558,,,,0
7129,,Oslo-filharmonien,100,Oslo,Norway,59.91264,10.73153,0.12517480136019896,,,,0
7130,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,,,,0
7131,,Festiviteten Bar & Scene,80,Hamar,Norway,60.79257,11.07433,0.04500555873322206,0.000368,,,0
7132,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.01084,,,0
7133,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.001391,2019-02-16,271,22
7134,,Brygga Kultursal,100,Halden,Norway,59.1191768,11.3851045,1.872326719816377,5e-06,2019-09-12,63,16
7135,,"Ullensaker Kulturhus, Kong Rakne",100,Jessheim,Norway,60.1412613,11.1772503,0.28544443417766435,,2019-03-02,257,3
7136,,Fjellhaven,100,Gjøvik,Norway,60.79832,10.70595,1.2643816044898761,0.043599,2014-06-28,1965,4
7137,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,,2018-06-15,517,4
7138,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.012186,2019-05-23,175,2
7139,,Uro Kafé og Bar,0,,,,,,,,,0
7140,,Hard Rock Café - Oslo,81,Oslo,Norway,59.9161,10.7379,0.18426817173554375,,,,0
7141,,Sørmarka Konferansehotell,0,,,,,,,2017-03-04,985,3
7142,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,0.000287,2017-11-16,728,3
7143,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.000122,,,0
7144,,Caledonien Hall,100,Kristiansand,Norway,58.13489,8.0061,1.0801692952226818,,,,0
7145,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.000538,2013-10-16,2221,3
7146,,Ålesund Kirke,100,Ålesund,Norway,62.47154,6.14809,0.1557133264014221,,,,0
7147,,Park Hotel Vossevangen,100,Voss,Norway,60.62976,6.42224,0.5016374670827737,0.00256,2016-11-18,1092,7
7148,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.006121,2019-06-29,139,2
7149,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,7.8e-05,2016-02-05,1379,1
7150,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.000242,2019-08-07,100,16
7151,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,0.001838,2006-10-13,4781,1
7152,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,,2018-06-15,518,4
7153,,Kulturkirken Jakob,100,Oslo,Norway,59.91803,10.75412,0.0,0.000578,2019-01-13,306,22
7154,,"Festsalen, Lillesand Hotel Norge",100,Lillesand,Norway,58.26015,8.33239,2.9160827879503786,1.3e-05,2019-06-01,167,6
7155,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.000122,,,0
7156,,Sundvolden Hotel,100,Honefoss,Norway,60.0626708,10.3105253,0.10182179274694593,,2018-12-14,336,6
7157,,Bryggerhuset Syd,100,Halden,Norway,59.11954,11.38705,0.036509769082595206,0.000368,2019-03-16,244,1
7158,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,0.000725,2019-04-27,202,4
7159,,"Oslo Konserthus, Glasshuset",0,,,,,,2e-06,2019-05-25,175,110
7160,,Papirhuset,100,Drammen,Norway,59.74354,10.19236,0.10289129728897925,,,,0
7161,1616,Oslo Konserthus,100,Oslo,Norway,59.9132361,10.729625,0.0005155034910924325,7e-06,2014-05-15,2011,1
7162,,Brygga Kultursal,100,Halden,Norway,59.1191768,11.3851045,1.872326719816377,,2019-09-11,66,22
7163,,Molde Domkirke,100,Molde,Norway,62.73702,7.15741,0.1998815361189395,,,,0
7164,,Teglen kirke,0,,,,,,,,,0
7165,,Festiviteten Bar & Scene,80,Hamar,Norway,60.79257,11.07433,0.04500555873322206,0.001391,2018-03-17,609,3
7167,,Oseana Os Kunst og Kultursenter,0,,,,,,,2016-12-19,1062,26
7168,,Klubben I Røverstaden,100,Oslo,Norway,59.90767,10.71362,1.088936484298937,,,,0
7169,,USF Verftet,100,Bergen,Norway,60.3955789,5.3089979,0.00045086544925081016,1.5e-05,2019-02-02,287,1
7170,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,,2018-06-15,519,4
7171,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.000151,2017-04-21,939,1
7172,,"Griegsalen, Grieghallen",100,Bergen,Norway,60.38752,5.33617,0.5062716976879984,0.008169,2019-06-12,157,1
7173,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.003156,2018-11-13,368,18
7174,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,1.1e-05,2018-09-07,435,2
7175,,City Scene,100,Fredrikstad,Norway,59.22054,10.9347,0.7457269378543855,,,,0
7176,,Sundvolden Hotel,100,Honefoss,Norway,60.0626708,10.3105253,0.10182179274694593,,2018-12-14,337,6
7177,,Munkehaugen Scene,100,Arendal,Norway,58.4658,8.758,0.4940779156123023,1.3e-05,2018-06-08,526,2
7178,,Madam Felle,100,Bergen,Norway,60.3970769,5.3243831,0.06149870981720524,0.000725,2019-04-27,203,4
7179,,Gamle Logen,0,,,,,,,,,0
7180,,"Griegsalen, Grieghallen",100,Bergen,Norway,60.38752,5.33617,0.5062716976879984,2.1e-05,2017-01-29,1022,12
7181,1800,Sentrum Scene,100,Oslo,Norway,59.91552,10.75181,0.0005573938928600053,0.135345,2016-11-20,1092,3
7182,,Kirkelandet Kirke,100,Kristiansund,Norway,63.11208,7.73153,0.3859980442256432,,,,0
7183,,Sande kirke,100,Sande,Norway,59.58878,10.20826,0.01588266289225561,,,,0
7184,1350,Rockefeller,100,Oslo,Norway,59.91591,10.75085,0.05101599482840337,0.03253,,,0
7185,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.009194,2015-12-02,1446,1
7186,,Pokalsalen,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.002969,2019-01-15,307,5
7187,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.011172,,,0
7188,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.000128,,,0
7189,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.000693,,,0
7190,,Jaeger,100,Oslo,Norway,59.9139,10.74344,0.0,0.007257,2017-11-02,746,2
7191,400,John Dee,100,Oslo,Norway,59.91633,10.75054,0.05683265710901912,0.016796,,,0
7192,,Klubben I Røverstaden,100,Oslo,Norway,59.90767,10.71362,1.088936484298937,0.000208,2012-04-28,2761,1
7193,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.013027,,,0
7194,,Lille Ole Bull,100,Bergen,Norway,60.39227,5.32242,0.01813374271046122,0.0,2019-09-17,63,4
7195,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.001628,2018-10-06,410,1
7196,,"Ullensaker Kulturhus, Kong Rakne",100,Jessheim,Norway,60.1412613,11.1772503,0.28544443417766435,,,,0
7197,,Vulkan Arena,100,Oslo,Norway,59.91966,10.75007,0.34265354393189956,0.019644,2010-08-12,3387,1
7198,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.001137,2018-06-28,510,5
7199,,Cosmopolite,100,Oslo,Norway,59.9361434,10.7657017,0.0008673847999516365,0.007187,2013-10-22,2220,1
7200,,Krøsset,100,Oslo,Norway,59.92065,10.75156,0.06229160001832887,0.001437,,,0
7201,,BlÅ,100,Oslo,Norway,59.920352,10.7527981,0.0005032298465527125,0.001628,2018-10-06,410,1
7202,,Honne Hotell & konferansesenter,0,,,,,,,,,0
7203,,Parkteatret Scene,100,Oslo,Norway,59.92262,10.75844,0.03002780180672104,0.005983,2019-08-24,89,16
7204,,Grønnåsen Kirke,100,Tromsø,Norway,69.6691,18.9755,1.2766843910277414,,,,0
7205,,Brygga Kultursal,100,Halden,Norway,59.1191768,11.3851045,1.872326719816377,,2019-09-11,71,22
